E,1,5,W,0,29,26-11-2018,0:04:42,26-11-2018,0:05:11
E,2,5,W,30,59,26-11-2018,0:05:12,26-11-2018,0:05:41
E,3,5,W,60,89,26-11-2018,0:05:42,26-11-2018,0:06:11
E,4,5,W,90,119,26-11-2018,0:06:12,26-11-2018,0:06:41
E,5,5,W,120,149,26-11-2018,0:06:42,26-11-2018,0:07:11
E,6,5,W,150,179,26-11-2018,0:07:12,26-11-2018,0:07:41
E,7,5,W,180,209,26-11-2018,0:07:42,26-11-2018,0:08:11
E,8,5,W,210,239,26-11-2018,0:08:12,26-11-2018,0:08:41
E,9,5,W,240,269,26-11-2018,0:08:42,26-11-2018,0:09:11
E,10,5,W,270,299,26-11-2018,0:09:12,26-11-2018,0:09:41
E,11,5,W,300,329,26-11-2018,0:09:42,26-11-2018,0:10:11
E,12,5,W,330,359,26-11-2018,0:10:12,26-11-2018,0:10:41
E,13,5,W,360,389,26-11-2018,0:10:42,26-11-2018,0:11:11
E,14,5,W,390,419,26-11-2018,0:11:12,26-11-2018,0:11:41
E,15,5,W,420,449,26-11-2018,0:11:42,26-11-2018,0:12:11
E,16,5,W,450,479,26-11-2018,0:12:12,26-11-2018,0:12:41
E,17,5,W,480,509,26-11-2018,0:12:42,26-11-2018,0:13:11
E,18,5,W,510,539,26-11-2018,0:13:12,26-11-2018,0:13:41
E,19,5,W,540,569,26-11-2018,0:13:42,26-11-2018,0:14:11
E,20,5,W,570,599,26-11-2018,0:14:12,26-11-2018,0:14:41
E,21,5,W,600,629,26-11-2018,0:14:42,26-11-2018,0:15:11
E,22,5,W,630,659,26-11-2018,0:15:12,26-11-2018,0:15:41
E,23,5,W,660,689,26-11-2018,0:15:42,26-11-2018,0:16:11
E,24,5,W,690,719,26-11-2018,0:16:12,26-11-2018,0:16:41
E,25,5,W,720,749,26-11-2018,0:16:42,26-11-2018,0:17:11
E,26,5,W,750,779,26-11-2018,0:17:12,26-11-2018,0:17:41
E,27,5,W,780,809,26-11-2018,0:17:42,26-11-2018,0:18:11
E,28,5,W,810,839,26-11-2018,0:18:12,26-11-2018,0:18:41
E,29,5,W,840,869,26-11-2018,0:18:42,26-11-2018,0:19:11
E,30,U,U,870,899,26-11-2018,0:19:12,26-11-2018,0:19:41
E,31,U,U,900,929,26-11-2018,0:19:42,26-11-2018,0:20:11
E,32,U,U,930,959,26-11-2018,0:20:12,26-11-2018,0:20:41
E,33,U,U,960,989,26-11-2018,0:20:42,26-11-2018,0:21:11
E,34,U,U,990,1019,26-11-2018,0:21:12,26-11-2018,0:21:41
E,35,U,U,1020,1049,26-11-2018,0:21:42,26-11-2018,0:22:11
